[2026-05-29T09:57:53.842Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 304 (26ms, ?B)
[2026-05-29T09:57:53.842Z] GET http://localhost:3000/_next/static/css/118259c53b2ba41a.css → 200 (?ms, 36144B)
[2026-05-29T09:57:53.845Z] GET http://localhost:3000/_next/static/chunks/webpack-68db74319b18262e.js → 200 (?ms, 3839B)
[2026-05-29T09:57:53.845Z] GET http://localhost:3000/_next/static/chunks/fd9d1056-d01e9804f4c81514.js → 200 (?ms, 172836B)
[2026-05-29T09:57:53.845Z] GET http://localhost:3000/_next/static/chunks/117-72b103fc8e46f795.js → 200 (?ms, 124726B)
[2026-05-29T09:57:53.845Z] GET http://localhost:3000/_next/static/chunks/main-app-81c067feb08acb5c.js → 200 (?ms, 468B)
[2026-05-29T09:57:53.846Z] GET http://localhost:3000/_next/static/chunks/972-08e58201e5ba5632.js → 200 (?ms, 26119B)
[2026-05-29T09:57:53.846Z] GET http://localhost:3000/_next/static/chunks/82-8c43f1d2c30541c5.js → 200 (?ms, 29085B)
[2026-05-29T09:57:53.850Z] GET http://localhost:3000/_next/static/chunks/521-e5fa6ee99fcb2559.js → 200 (?ms, 110534B)
[2026-05-29T09:57:53.851Z] GET http://localhost:3000/_next/static/chunks/878-afecfdc3c035736c.js → 200 (1ms, 13343B)
[2026-05-29T09:57:53.852Z] GET http://localhost:3000/_next/static/chunks/570-b4ab4d6e81f385e6.js → 200 (?ms, 7397B)
[2026-05-29T09:57:53.853Z] GET http://localhost:3000/_next/static/chunks/app/(public)/page-378e0b3e89ac6f2a.js → 200 (?ms, 23985B)
[2026-05-29T09:57:53.859Z] GET http://localhost:3000/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-29T09:57:53.920Z] GET http://localhost:3000/pricing?_rsc=gdhdt → 200 (3ms, 5434B)
[2026-05-29T09:57:53.920Z] GET http://localhost:3000/login?_rsc=gdhdt → 200 (12ms, 6459B)
[2026-05-29T09:57:53.920Z] GET http://localhost:3000/register?_rsc=gdhdt → 200 (6ms, 6471B)
[2026-05-29T09:57:53.925Z] GET http://localhost:3000/_next/static/chunks/app/(public)/pricing/page-0bda7fffa1c8532d.js → 200 (?ms, 22852B)
[2026-05-29T09:57:53.928Z] GET http://localhost:3000/_next/static/chunks/app/(auth)/register/page-e7eb4bcb02d63d70.js → 200 (?ms, 2296B)
[2026-05-29T09:57:53.935Z] GET http://localhost:3000/_next/static/chunks/app/(auth)/login/page-7e7fb2cb72dc1a3e.js → 200 (?ms, 2269B)
[2026-05-29T09:57:54.178Z] GET http://localhost:3000/pricing → 200 (10ms, ?B)
[2026-05-29T09:57:54.195Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 200 (?ms, ?B)
[2026-05-29T09:57:54.343Z] GET http://localhost:3000/_next/static/css/118259c53b2ba41a.css → 200 (?ms, ?B)
[2026-05-29T09:57:54.343Z] GET http://localhost:3000/_next/static/chunks/webpack-68db74319b18262e.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.344Z] GET http://localhost:3000/_next/static/chunks/fd9d1056-d01e9804f4c81514.js → 200 (1ms, ?B)
[2026-05-29T09:57:54.347Z] GET http://localhost:3000/_next/static/chunks/117-72b103fc8e46f795.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.350Z] GET http://localhost:3000/_next/static/chunks/main-app-81c067feb08acb5c.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.351Z] GET http://localhost:3000/_next/static/chunks/972-08e58201e5ba5632.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.351Z] GET http://localhost:3000/_next/static/chunks/82-8c43f1d2c30541c5.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.351Z] GET http://localhost:3000/_next/static/chunks/521-e5fa6ee99fcb2559.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.351Z] GET http://localhost:3000/_next/static/chunks/878-afecfdc3c035736c.js → 200 (?ms, ?B)
[2026-05-29T09:57:54.351Z] GET http://localhost:3000/_next/static/chunks/app/(public)/pricing/page-0bda7fffa1c8532d.js → 200 (1ms, ?B)
[2026-05-29T09:57:54.369Z] GET http://localhost:3000/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (6ms, ?B)
[2026-05-29T09:57:54.436Z] GET http://localhost:3000/?_rsc=t7waa → 200 (1ms, 12374B)
[2026-05-29T09:57:54.437Z] GET http://localhost:3000/login?_rsc=t7waa → 200 (?ms, 6459B)
[2026-05-29T09:57:54.437Z] GET http://localhost:3000/register?_rsc=t7waa → 200 (20ms, 6471B)
[2026-05-29T09:57:54.441Z] GET http://localhost:3000/_next/static/chunks/570-b4ab4d6e81f385e6.js → 200 (?ms, 7397B)
[2026-05-29T09:57:54.441Z] GET http://localhost:3000/_next/static/chunks/app/(public)/page-378e0b3e89ac6f2a.js → 200 (?ms, 23985B)
[2026-05-29T09:57:54.442Z] GET http://localhost:3000/_next/static/chunks/app/(auth)/login/page-7e7fb2cb72dc1a3e.js → 200 (?ms, 2269B)
[2026-05-29T09:57:54.472Z] GET http://localhost:3000/_next/static/chunks/app/(auth)/register/page-e7eb4bcb02d63d70.js → 200 (?ms, 2296B)
[2026-05-29T09:57:54.808Z] GET http://localhost:3000/dashboard → 200 (4ms, 34969B)
[2026-05-29T09:57:54.820Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 200 (8ms, 220B)
[2026-05-29T09:57:54.828Z] GET http://localhost:3000/_next/static/css/118259c53b2ba41a.css → 200 (?ms, 36144B)
[2026-05-29T09:57:54.828Z] GET http://localhost:3000/_next/static/chunks/webpack-68db74319b18262e.js → 200 (?ms, 3839B)
[2026-05-29T09:57:54.829Z] GET http://localhost:3000/_next/static/chunks/fd9d1056-d01e9804f4c81514.js → 200 (?ms, 172836B)
[2026-05-29T09:57:54.829Z] GET http://localhost:3000/_next/static/chunks/117-72b103fc8e46f795.js → 200 (?ms, 124726B)
[2026-05-29T09:57:54.829Z] GET http://localhost:3000/_next/static/chunks/main-app-81c067feb08acb5c.js → 200 (?ms, 468B)
[2026-05-29T09:57:54.829Z] GET http://localhost:3000/_next/static/chunks/972-08e58201e5ba5632.js → 200 (?ms, 26119B)
[2026-05-29T09:57:54.829Z] GET http://localhost:3000/_next/static/chunks/82-8c43f1d2c30541c5.js → 200 (?ms, 29085B)
[2026-05-29T09:57:54.847Z] GET http://localhost:3000/_next/static/chunks/521-e5fa6ee99fcb2559.js → 200 (1ms, 110534B)
[2026-05-29T09:57:54.848Z] GET http://localhost:3000/_next/static/chunks/395-f2c77096de26445d.js → 200 (?ms, 383446B)
